Date,ADR,Occupancy
2021-01-12,149.6451197,39.8946391
2021-01-13,148.609027,44.201532
2021-01-14,150.419251,42.8966494
2021-01-15,151.5170766,46.7016055
2021-01-16,161.5450415,48.5792043
2021-01-17,163.434439,47.5351847
2021-01-18,164.1938826,42.8568404
2021-01-19,163.8253401,44.1856512
2021-01-20,159.4068762,44.4475864
2021-01-21,158.8103944,44.2193842
2021-01-22,156.0278267,58.7852139
2021-01-23,156.4549115,60.340768
2021-01-24,156.2178434,60.0450029
2021-01-25,157.0092328,55.9578487
2021-01-26,156.7020901,50.3350409
2021-01-27,151.2069459,47.1334082
2021-01-28,147.291124,47.6551434
2021-01-29,144.6138244,41.1313306
2021-01-30,144.8837316,40.7125104
2021-01-31,142.2554457,39.8133178
2021-02-01,141.9090152,37.8251685
2021-02-02,141.6330252,45.6614814
2021-02-03,142.2991807,34.8679139
2021-02-04,139.0707439,41.1576778
2021-02-05,139.6088171,43.9652153
2021-02-06,139.3426846,42.427276
2021-02-07,140.629736,42.3199577
2021-02-08,140.7666855,37.1738844
2021-02-09,141.4997942,35.9962756
2021-02-10,139.831087,31.744817
2021-02-11,142.2868805,39.1401565
2021-02-12,144.5143089,46.417604
2021-02-13,146.389206,51.4862201
2021-02-14,144.5737467,49.1350735
2021-02-15,142.9303763,39.9724517
2021-02-16,143.5480105,33.2930117
2021-02-17,147.9337753,33.3605359
2021-02-18,147.666317,36.0953667
2021-02-19,148.1439905,41.0278672
2021-02-20,147.4277594,42.8790635
2021-02-21,147.0363829,41.2729221
2021-02-22,145.865541,38.6076537
2021-02-23,143.3460152,33.7713712
2021-02-24,144.9028741,35.7453845
2021-02-25,140.5869892,51.1466456
2021-02-26,149.3983829,48.6110503
2021-02-27,146.6276681,47.2597438
2021-02-28,143.9489064,46.5646572
2021-03-01,144.8293963,37.6171186
2021-03-02,139.8309198,42.9770462
2021-03-03,145.3495599,42.2540485
2021-03-04,144.2533825,42.9219734
2021-03-05,147.7209273,37.6600989
2021-03-06,146.2043787,46.2084038
2021-03-07,145.1263977,48.0797121
2021-03-08,145.7700375,43.9615812
2021-03-09,142.3255767,50.2107163
2021-03-10,144.8550085,51.1851999
2021-03-11,144.1391575,53.0710639
2021-03-12,146.5839967,51.4737769
2021-03-13,144.3997931,61.1520614
2021-03-14,147.2748409,45.1217463
2021-03-15,146.6342212,48.8680795
2021-03-16,149.6975905,38.1402371
2021-03-17,151.4467351,47.0592423
2021-03-18,146.2967795,52.0521553
2021-03-19,147.9131644,52.9085486
2021-03-20,147.0831476,57.2486989
2021-03-21,147.2974646,54.3137223
2021-03-22,147.2165311,48.9935715
2021-03-23,146.1669399,49.4645769
2021-03-24,147.2022538,48.7488167
2021-03-25,146.0534199,53.9496584
2021-03-26,147.7370279,57.4804882
2021-03-27,148.0850284,61.7774374
2021-03-28,151.4240295,53.2237573
2021-03-29,151.4056501,53.1089643
2021-03-30,150.2621752,53.0488344
2021-03-31,155.0241876,49.4095396
2021-04-01,159.4858786,63.1474238
2021-04-02,166.8578725,75.9955253
2021-04-03,170.2721049,74.9704991
2021-04-04,170.8511223,81.2081286
2021-04-05,166.4499444,63.0317794
2021-04-06,161.9364165,61.5567429
2021-04-07,162.6916472,55.826437
2021-04-08,157.7416644,62.3584298
2021-04-09,160.7200405,69.7876672
2021-04-10,157.2403785,66.6005836
2021-04-11,155.6593302,64.0349964
2021-04-12,157.1561859,56.7895777
2021-04-13,157.8217724,62.1490617
2021-04-14,158.7923475,56.79526
2021-04-15,158.6930361,57.388326
2021-04-16,161.1905319,62.8418625
2021-04-17,165.1129521,60.2583341
2021-04-18,159.2020683,53.5502724
2021-04-19,156.9999805,51.3127098
2021-04-20,153.7725496,47.7265312
2021-04-21,155.5029252,51.923733
2021-04-22,157.9674339,50.4223073
2021-04-23,159.698512,62.0011039
2021-04-24,160.8547399,66.6604547
2021-04-25,160.0047771,66.5162594
2021-04-26,159.6684885,56.9001184
2021-04-27,158.8342619,55.7245598
2021-04-28,157.7926401,57.2962315
2021-04-29,157.9585723,61.6386479
2021-04-30,161.308246,65.2854041
2021-05-01,161.2671528,68.0766969
2021-05-02,158.5890244,66.2113005
2021-05-03,158.3338265,61.2492416
2021-05-04,159.0086962,55.7718098
2021-05-05,155.1761328,54.3527155
2021-05-06,160.4060903,50.9658456
2021-05-07,157.9435293,54.098763
2021-05-08,155.0208742,63.3947048
2021-05-09,161.6919735,50.4596686
2021-05-10,168.7987247,45.0235889
2021-05-11,164.4696689,46.7996965
2021-05-12,158.6869631,49.1939605
2021-05-13,160.3024824,52.6238122
2021-05-14,161.5776695,58.3178598
2021-05-15,159.1002103,60.3105127
2021-05-16,156.6309314,54.1721852
2021-05-17,153.9205986,56.5966331
2021-05-18,155.1115089,52.0219993
2021-05-19,157.0300329,46.9270407
2021-05-20,156.2036938,49.6007223
2021-05-21,158.8218847,51.7141146
2021-05-22,157.1934094,54.1649421
2021-05-23,154.6099573,48.8370235
2021-05-24,155.9807681,46.9656523
2021-05-25,156.8839696,49.7593027
2021-05-26,156.5329358,50.0947598
2021-05-27,158.8608559,47.6460773
2021-05-28,156.5532639,50.3911877
2021-05-29,155.1448889,52.8614955
2021-05-30,154.0841607,51.1300175
2021-05-31,153.9327489,49.0433642
2021-06-01,153.1384118,46.0244177
2021-06-02,158.4102201,49.3093509
2021-06-03,152.833465,52.9228213
2021-06-04,155.1857746,55.9212513
2021-06-05,156.5236107,54.6033996
2021-06-06,152.5107716,53.1068236
2021-06-07,151.8855611,51.8676941
2021-06-08,155.4630946,49.4319035
2021-06-09,154.0814751,50.5999907
2021-06-10,153.4246141,53.4631696
2021-06-11,162.9012213,55.9094918
2021-06-12,163.0775113,57.6873465
2021-06-13,161.6105038,52.3210746
2021-06-14,156.7528025,45.4051324
2021-06-15,161.6113341,47.599629
2021-06-16,161.2654132,52.410655
2021-06-17,161.2784826,52.5043824
2021-06-18,160.9866409,54.2956994
2021-06-19,159.5428543,57.4326066
2021-06-20,156.8814077,56.8271506
2021-06-21,159.7377717,48.8721938
2021-06-22,155.9087419,55.6938982
